youtube_url,title,series,published_date,transcript_file,description_file
https://www.youtube.com/watch?v=P6URL_vfBwk,"BIP360 with Hunter Beast (Anduro, Surmount Systems) | Quantum Bitcoin Summit",QBS,2025-07-29,transcripts_raw/P6URL_vfBwk.txt,descriptions/P6URL_vfBwk.txt
https://www.youtube.com/watch?v=4bzOwYPf1yo,Commit/Reveal with Tadge Dryja (Lightning Network Co-Inventor) | Quantum Bitcoin Summit,QBS,2025-07-29,transcripts_raw/4bzOwYPf1yo.txt,descriptions/4bzOwYPf1yo.txt
https://www.youtube.com/watch?v=wosVFIGhiKg,Hourglass with Mike Casey (MARA) | Quantum Bitcoin Summit,QBS,2025-07-29,transcripts_raw/wosVFIGhiKg.txt,descriptions/wosVFIGhiKg.txt
https://www.youtube.com/watch?v=OYaI3fXMUwM,Post-Quantum Signatures and Scaling Bitcoin with STARKs with John Light (Alpen Labs),QBS,2025-07-29,transcripts_raw/OYaI3fXMUwM.txt,descriptions/OYaI3fXMUwM.txt
https://www.youtube.com/watch?v=JUojCIPxzCc,"Where Do We Go From Here? | Quantum Bitcoin Panel with Steve Lee, Clara Shikhelman & Tadge Dryja",QBS,2025-07-29,transcripts_raw/JUojCIPxzCc.txt,descriptions/JUojCIPxzCc.txt
https://www.youtube.com/watch?v=a_B8BnwagEU,Analysis of Quantum Vulnerable Bitcoin with Dr. Anthony Milton | Quantum Bitcoin Summit,QBS,2025-07-28,transcripts_raw/a_B8BnwagEU.txt,descriptions/a_B8BnwagEU.txt
https://www.youtube.com/watch?v=oeVnzWGyRq8,Hash-Based Signatures with Olaoluwa Osuntokun (Lightning Labs) | Quantum Bitcoin Summit,QBS,2025-07-28,transcripts_raw/oeVnzWGyRq8.txt,descriptions/oeVnzWGyRq8.txt
https://www.youtube.com/watch?v=nEJ-cEzcDdk,"MSTR/STRC Stablecoin Hypothesis, Vibe Coding with Goose, The Biggest Risk to Bitcoin",PBJ,2025-07-25,transcripts_raw/nEJ-cEzcDdk.txt,descriptions/nEJ-cEzcDdk.txt
https://www.youtube.com/watch?v=MKLHjaj2Boo,State of Quantum Computing with Sho Sugiura (Blocq) | Quantum Bitcoin Summit,QBS,2025-07-24,transcripts_raw/MKLHjaj2Boo.txt,descriptions/MKLHjaj2Boo.txt
https://www.youtube.com/watch?v=FNqYU9TudRU,Bitcoin & Quantum Computing with Clara Shikhelman (Chaincode Labs) | Quantum Bitcoin Summit,QBS,2025-07-24,transcripts_raw/FNqYU9TudRU.txt,descriptions/FNqYU9TudRU.txt
https://www.youtube.com/watch?v=6ryfWyeO-Oc,Quantum Threat Modeling with Alex Pruden (Project 11) and Matthew Pines (Bitcoin Policy Institute),QBS,2025-07-23,transcripts_raw/6ryfWyeO-Oc.txt,descriptions/6ryfWyeO-Oc.txt
https://www.youtube.com/watch?v=10YEVDhcjsw,"Quantum-Resistant Side-Chain Panel with Vikash Singh, Joe Ross & Mike Casey | Quantum Bitcoin Summit",QBS,2025-07-23,transcripts_raw/10YEVDhcjsw.txt,descriptions/10YEVDhcjsw.txt
https://www.youtube.com/watch?v=AVuFK9T6hxU,Project 11's yellowpages with Alex Pruden | Quantum Bitcoin Summit,QBS,2025-07-23,transcripts_raw/AVuFK9T6hxU.txt,descriptions/AVuFK9T6hxU.txt
https://www.youtube.com/watch?v=ZIOhF9Ne8KI,"Terry Rudolph (PsiQuantum), Sho Sugiura (Bloq), Matthew Pines (Bitcoin Policy Institute) Quantum Q&A",QBS,2025-07-22,transcripts_raw/ZIOhF9Ne8KI.txt,descriptions/ZIOhF9Ne8KI.txt
https://www.youtube.com/watch?v=FgoZCw21SQw,Post-Quantum Migration with Shai Wyborski | Quantum Bitcoin Summit,QBS,2025-07-22,transcripts_raw/FgoZCw21SQw.txt,descriptions/FgoZCw21SQw.txt
https://www.youtube.com/watch?v=0pKbiS-u-fw,Quantum Mining with Or Sattath (Ben-Gurion University of the Negev) | Quantum Bitcoin Summit,QBS,2025-07-22,transcripts_raw/0pKbiS-u-fw.txt,descriptions/0pKbiS-u-fw.txt
https://www.youtube.com/watch?v=WeEZJmKlsAE,Quantum Bitcoin Summit Recap & Key Takeaways,QBS,2025-07-22,transcripts_raw/WeEZJmKlsAE.txt,descriptions/WeEZJmKlsAE.txt
https://www.youtube.com/watch?v=r91-r97-ksc,"Quantum Bitcoin Summit, AI and mining energy, reframing bitcoins performance",PBJ,2025-07-18,transcripts_raw/r91-r97-ksc.txt,descriptions/r91-r97-ksc.txt
https://www.youtube.com/watch?v=svN_Q71EsrI,"21 in 21, a Rapid-Fire Bitcoin Q&A Podcast: Ryan Loomba",21 in 21,2025-07-15,transcripts_raw/svN_Q71EsrI.txt,descriptions/svN_Q71EsrI.txt
https://www.youtube.com/watch?v=ZvlUoR-t6EA,21 in 21: Alex Zukauskas,21 in 21,2025-07-10,transcripts_raw/ZvlUoR-t6EA.txt,descriptions/ZvlUoR-t6EA.txt
https://www.youtube.com/watch?v=NrywCKRjHDk,"$100 million bitcoin VC raise, Skibidi experiment, Robinhood listing OpenAI",PBJ,2025-07-09,transcripts_raw/NrywCKRjHDk.txt,descriptions/NrywCKRjHDk.txt
https://www.youtube.com/watch?v=ZC1BT2V2PNU,21 in 21: Clara Shikhelman,21 in 21,2025-07-02,transcripts_raw/ZC1BT2V2PNU.txt,descriptions/ZC1BT2V2PNU.txt
https://www.youtube.com/watch?v=9Cr-5lSGUU8,"₿uilder recap, Fannie Mae accepts BTC, rebuilding Android for AI",PBJ,2025-06-28,transcripts_raw/9Cr-5lSGUU8.txt,descriptions/9Cr-5lSGUU8.txt
https://www.youtube.com/watch?v=yQ-h5DjbePI,21 in 21: Ben Carman,21 in 21,2025-06-26,transcripts_raw/yQ-h5DjbePI.txt,descriptions/yQ-h5DjbePI.txt
https://www.youtube.com/watch?v=tyOeK1bfM5E,"Stratum V2 and mining profitability, AI Agents, and ₿uilder expands!",PBJ,2025-06-20,transcripts_raw/tyOeK1bfM5E.txt,descriptions/tyOeK1bfM5E.txt
https://www.youtube.com/watch?v=75Q1RRl2GtQ,"Life on a bitcoin standard, version control for vibe coding, BTC treasury company saturation",PBJ,2025-06-13,transcripts_raw/75Q1RRl2GtQ.txt,descriptions/75Q1RRl2GtQ.txt
https://www.youtube.com/watch?v=4YN4cxBgA1g,"Reflections from Vegas, Generating 10% Lightning yield, Circle IPO",PBJ,2025-06-06,transcripts_raw/4YN4cxBgA1g.txt,descriptions/4YN4cxBgA1g.txt
https://www.youtube.com/watch?v=efL8xPVdPUA,21 in 21: Stephen DeLorme,21 in 21,2025-06-05,transcripts_raw/efL8xPVdPUA.txt,descriptions/efL8xPVdPUA.txt
https://www.youtube.com/watch?v=-TE7hLn_CRc,21 in 21: Ella Hough,21 in 21,2025-06-03,transcripts_raw/-TE7hLn_CRc.txt,descriptions/-TE7hLn_CRc.txt
https://www.youtube.com/watch?v=DP0wGXlmmao,21 in 21: Laolu Osuntokun,21 in 21,2025-05-24,transcripts_raw/DP0wGXlmmao.txt,descriptions/DP0wGXlmmao.txt
https://www.youtube.com/watch?v=NYKHpoKwCIw,"OpenAI and Worldcoin, PB Hackathon Highlights, and Kraken’s xStocks",PBJ,2025-05-23,transcripts_raw/NYKHpoKwCIw.txt,descriptions/NYKHpoKwCIw.txt
https://www.youtube.com/watch?v=7UoDUm5u5bg,Presidio Bitcoin Hackathon Finalist Presentations,Presidio Bitcoin Hackathon,2025-05-17,transcripts_raw/7UoDUm5u5bg.txt,descriptions/7UoDUm5u5bg.txt
https://www.youtube.com/watch?v=ogQ2z9lBHC8,"Defining bitcoin spam, is MSTR the next bubble, $20 million Coinbase ransom",PBJ,2025-05-16,transcripts_raw/ogQ2z9lBHC8.txt,descriptions/ogQ2z9lBHC8.txt
https://www.youtube.com/watch?v=Q-PaXGrRehs,21 in 21: Daniel Nordh,21 in 21,2025-05-13,transcripts_raw/Q-PaXGrRehs.txt,descriptions/Q-PaXGrRehs.txt
https://www.youtube.com/watch?v=RZ17F1urYzg,"Strikes new bitcoin loan product, Knots taking market share, Nostr: blossoms & Noauth",PBJ,2025-05-09,transcripts_raw/RZ17F1urYzg.txt,descriptions/RZ17F1urYzg.txt
https://www.youtube.com/watch?v=KsCREYVdawg,21 in 21: Neha Narula,21 in 21,2025-05-06,transcripts_raw/KsCREYVdawg.txt,descriptions/KsCREYVdawg.txt
https://www.youtube.com/watch?v=Y8U9hWLC2EU,"Quantum day, ""delete IP"" debate, and stablecoins on lightning",PBJ,2025-05-05,transcripts_raw/Y8U9hWLC2EU.txt,descriptions/Y8U9hWLC2EU.txt
https://www.youtube.com/watch?v=S-ap38cImgU,"Vibe coding nostr, open source bounties, Phoenix rises from the ashes",PBJ,2025-05-05,transcripts_raw/S-ap38cImgU.txt,descriptions/S-ap38cImgU.txt
https://www.youtube.com/watch?v=xYbakpGY9Ys,"Unpacking the latest bitcoin drama, Spark is live, and Epic vs. Apple",PBJ,2025-05-02,transcripts_raw/xYbakpGY9Ys.txt,descriptions/xYbakpGY9Ys.txt
https://www.youtube.com/watch?v=j7ICtL37dZs,"The evolution of networks, Mallers new XXI company, and unlocking bitcoin venture capital",PBJ,2025-04-25,transcripts_raw/j7ICtL37dZs.txt,descriptions/j7ICtL37dZs.txt
https://www.youtube.com/watch?v=RgB-sPf2B44,21 in 21: Shehzan Maredia,21 in 21,2025-04-16,transcripts_raw/RgB-sPf2B44.txt,descriptions/RgB-sPf2B44.txt
https://www.youtube.com/watch?v=pjix9O2kQ3k,21 in 21: Pierre Rochard,21 in 21,2025-04-11,transcripts_raw/pjix9O2kQ3k.txt,descriptions/pjix9O2kQ3k.txt
https://www.youtube.com/watch?v=M-KlLM-SNfY,21 in 21: Niftynei,21 in 21,2025-04-08,transcripts_raw/M-KlLM-SNfY.txt,descriptions/M-KlLM-SNfY.txt
https://www.youtube.com/watch?v=G7lrDU5xpo8,"Tariffs impacting bitcoin, bitcoin dev list banned, bitcoin usefulness",PBJ,2025-04-04,transcripts_raw/G7lrDU5xpo8.txt,descriptions/G7lrDU5xpo8.txt
https://www.youtube.com/watch?v=0PaV_6vjkXI,21 in 21: Jack Dorsey,21 in 21,2025-04-01,transcripts_raw/0PaV_6vjkXI.txt,descriptions/0PaV_6vjkXI.txt
https://www.youtube.com/watch?v=Uw5Vh5Tr7To,"Vibe coding with bitcoin and Nostr, Balaji on China, and off-grid mining",PBJ,2025-03-28,transcripts_raw/Uw5Vh5Tr7To.txt,descriptions/Uw5Vh5Tr7To.txt
https://www.youtube.com/watch?v=ZNZ-fSYETU8,21 in 21: Rockstar Dev,21 in 21,2025-03-27,transcripts_raw/ZNZ-fSYETU8.txt,descriptions/ZNZ-fSYETU8.txt
https://www.youtube.com/watch?v=JIwKzzxCHLg,"AI in e-cash mints, Payjoin project, and Burning Bitcoin in Quantum Transition",PBJ,2025-03-21,transcripts_raw/JIwKzzxCHLg.txt,descriptions/JIwKzzxCHLg.txt
https://www.youtube.com/watch?v=7Rcn8tMzliM,"Bitwise's new ETF, Bit Bonds, and Vibe Coding",PBJ,2025-03-14,transcripts_raw/7Rcn8tMzliM.txt,descriptions/7Rcn8tMzliM.txt
https://www.youtube.com/watch?v=2e_TfXn-K0A,Presidio Bitcoin Launch: A Conversation with Michael Saylor and Mark Casey,Presidio Bitcoin Launch,2025-03-13,transcripts_raw/2e_TfXn-K0A.txt,descriptions/2e_TfXn-K0A.txt
https://www.youtube.com/watch?v=VXYJtFY7wi0,Presidio Bitcoin Launch: The Value of Open Source,Presidio Bitcoin Launch,2025-03-11,transcripts_raw/VXYJtFY7wi0.txt,descriptions/VXYJtFY7wi0.txt
https://www.youtube.com/watch?v=XlPhtCfOzt0,"Presidio Bitcoin launches, Crypto Summit/SBR, Renewable Energy Bitcoin Mining, and more...",PBJ,2025-03-07,transcripts_raw/XlPhtCfOzt0.txt,descriptions/XlPhtCfOzt0.txt
https://www.youtube.com/watch?v=23aLNIgolSI,Presidio Bitcoin Launch: Live Recording of the PBJ Podcast,Presidio Bitcoin Launch,2025-03-07,transcripts_raw/23aLNIgolSI.txt,descriptions/23aLNIgolSI.txt
https://www.youtube.com/watch?v=8XlHRMVsjwQ,Presidio Bitcoin Launch: The Value of Physical Bitcoin Spaces,Presidio Bitcoin Launch,2025-03-06,transcripts_raw/8XlHRMVsjwQ.txt,descriptions/8XlHRMVsjwQ.txt
https://www.youtube.com/watch?v=Q7Svo4NJCK0,Presidio Bitcoin Launch: Welcome Address and Background of PB,Presidio Bitcoin Launch,2025-03-06,transcripts_raw/Q7Svo4NJCK0.txt,descriptions/Q7Svo4NJCK0.txt
https://www.youtube.com/watch?v=LZ1ZCr4MXxY,"$1.5 billion Bybit heist, UK forces Apple to limit user privacy, How to fork Bitcoin, and more…",PBJ,2025-02-26,transcripts_raw/LZ1ZCr4MXxY.txt,descriptions/LZ1ZCr4MXxY.txt
https://www.youtube.com/watch?v=QEZnIK93D8g,"UAE/Abu Dhabi buys $436 million of bitcoin. Stablecoins on bitcoin? UTXOracle, Obscura and more",PBJ,2025-02-17,transcripts_raw/QEZnIK93D8g.txt,descriptions/QEZnIK93D8g.txt
https://www.youtube.com/watch?v=MIulbwu91nI,"$30m for Taproot Wizards? Replit Agent AI buys its own domain! Stratum, Mempools, hashrate, & more",PBJ,2025-02-10,transcripts_raw/MIulbwu91nI.txt,descriptions/MIulbwu91nI.txt
https://www.youtube.com/watch?v=7ZJjjYJ1g2k,"Bitcoin Jam - Strategic Reserves, XRP, BCAP/consensus, USDT on Taproot Assets/Stablecoins, Deepseek",PBJ,2025-02-02,transcripts_raw/7ZJjjYJ1g2k.txt,descriptions/7ZJjjYJ1g2k.txt
https://www.youtube.com/watch?v=kl_x2YNTZR4,"Bitcoin Jam - Open AI Operator, End of Anonymity, Dead Internet Theory and Nostr",PBJ,2025-01-24,transcripts_raw/kl_x2YNTZR4.txt,descriptions/kl_x2YNTZR4.txt
https://www.youtube.com/watch?v=OSanv5Z-DA4,Surveying 4 techniques for how you custody bitcoin + Coinbase collateralized borrowing arrives!,PBJ,2025-01-22,transcripts_raw/OSanv5Z-DA4.txt,descriptions/OSanv5Z-DA4.txt
https://www.youtube.com/watch?v=7h7RjBehe-w,Can you really insure bitcoin in self-custody? learning about the Anchorwatch solution and more,PBJ,2025-01-11,transcripts_raw/7h7RjBehe-w.txt,descriptions/7h7RjBehe-w.txt
https://www.youtube.com/watch?v=9jVSes7XbB0,"Why do the Yuppie Elite Dismiss bitcoin? 2025 Predictions and ""Happy 16th birthday, bitcoin!""",PBJ,2025-01-07,transcripts_raw/9jVSes7XbB0.txt,descriptions/9jVSes7XbB0.txt
https://www.youtube.com/watch?v=lKkQDmgXWVo,Can Blackrock change bitcoin's 21 million cap? Separating chips from rigs in bitcoin mining,PBJ,2024-12-30,transcripts_raw/lKkQDmgXWVo.txt,descriptions/lKkQDmgXWVo.txt
https://www.youtube.com/watch?v=WFsWloC7BS4,"Bitcoin Quantum Computing, More than 21m bitcoin?, Lightning/Payments, Stablecoins",PBJ,2024-12-22,transcripts_raw/WFsWloC7BS4.txt,descriptions/WFsWloC7BS4.txt
https://www.youtube.com/watch?v=fWYf1DIe1Mc,"Quantum & Bitcoin - risks & solutions, Lava's $10m from Keith Rabois, Hardware Wallet Security",PBJ,2024-12-14,transcripts_raw/fWYf1DIe1Mc.txt,descriptions/fWYf1DIe1Mc.txt
https://www.youtube.com/watch?v=5MMJ7-rvTUY,"$100k Bitcoin Price Milestone, Payments/Dev Experience, Bitcoin Corporate Treasury Strategies",PBJ,2024-12-08,transcripts_raw/5MMJ7-rvTUY.txt,descriptions/5MMJ7-rvTUY.txt
